0,279,0,0,0,186,385,0,0,0,0,0,0,0,0,0,0,0
279,0,247,0,684,423,0,0,0,0,0,0,0,0,0,529,0,0
0,247,0,230,805,0,0,0,0,0,0,0,0,0,0,0,0,1270
0,0,230,0,896,0,0,0,712,279,0,0,0,0,0,0,0,0
0,684,805,896,0,452,0,827,526,0,0,0,954,0,0,0,0,0
186,423,0,0,452,0,220,930,0,0,162,0,0,0,0,0,0,0
385,0,0,0,0,220,0,1120,0,1060,0,0,544,0,0,0,0,0
0,0,0,0,827,930,1120,0,301,0,771,0,0,0,0,0,0,0
0,0,0,712,526,0,0,301,0,922,0,0,0,0,0,0,0,0
0,0,0,279,0,0,1060,0,922,0,0,0,770,1780,0,0,0,0
0,0,0,0,0,162,0,771,0,0,0,0,0,0,775,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,395,0,0
0,0,0,0,954,0,544,0,0,770,0,0,0,1330,0,217,708,0
0,0,0,0,0,0,0,0,0,1780,0,0,1330,0,0,0,0,2600
0,0,0,0,0,0,0,0,0,0,775,475,0,0,0,0,0,0
0,529,0,0,0,0,0,0,0,0,0,395,217,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,1640
0,0,1270,0,0,0,0,0,0,0,0,0,0,2600,0,0,1640,0
